"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"vaXeJYRS-GYZx";25;25000;"Propria";0.0;"lU5d2wCj-rs78";"Educativo";"A";8500;6.03;0;0.34;"3ROMZkbG-rBGa";"N";2
"B8OPQ7mi-a0yW";23;95000;"Aluguel";2.0;"yxbnRPBq-fmSB";"Empreendimento";"B";13600;11.11;0;0.14;"1SK7AAI3-blin";"N";2
"ce83f5h8-sSvj";33;125000;"Hipoteca";2.0;"cyB2CKWi-PZv2";"Pagamento_debitos";"A";20000;7.88;0;0.16;"CSMpTSwP-ikHm";"N";7
"aoqW8thH-Lzs1";23;55812;"Hipoteca";4.0;"2HskUzIo-rLbL";"Medico";"B";21825;11.36;0;0.39;"isNJRltm-Hv6c";"N";2
"uyOJbHMB-bkZd";23;45000;"Propria";0.0;"cO1GZhNp-0wHZ";"Empreendimento";"B";21000;9.76;0;0.47;"m35XwOv4-qlO1";"N";3
"JuJypwv4-e2GO";26;96000;"Hipoteca";10.0;"y73Kl56D-4QF6";"Empreendimento";"A";8000;7.29;0;0.08;"UK0JdE3z-qwdH";"N";4
"4b8dvSCz-zYf0";32;50400;"Aluguel";11.0;"WzUISvFW-Ib6G";"Educativo";"B";8400;12.42;0;0.17;"fbMMkuq4-b8Ah";"N";7
"v0UWRWTT-Wy6B";23;72000;"Hipoteca";7.0;"UEf0tUio-r1Pp";"Empreendimento";"A";9000;6.76;0;0.13;"0NPZTLUA-mFww";"N";2
"UcqX1Uwd-ouiq";24;34500;"Propria";8.0;"NfUjpkHx-2OvC";"Educativo";"B";2000;11.71;0;0.06;"QNWuBWbM-99gC";"N";3
"jfw7pmIe-jqcj";22;60000;"Aluguel";6.0;"BfMse8yT-f62Z";"Medico";"C";1500;13.57;0;0.03;"4m6gcyWT-bYfv";"Y";2
"ddtbytdf-YsPz";27;29120;"Aluguel";2.0;"xzQeJZGy-UL1c";"Educativo";"B";4000;10.75;0;0.14;"sRFf8ad2-Yf1G";"N";5
"6Ddu18Dw-OK2a";23;30000;"Hipoteca";0.0;"2a6thl99-f0hM";"Pagamento_debitos";"A";6500;7.74;0;0.22;"5vPBv44M-oZyw";"N";4
"PwvaEd5X-jFLM";27;75000;"Hipoteca";2.0;"amaSJA6p-IWe4";"Empreendimento";"B";8000;10.95;0;0.11;"8Cc3onca-0klN";"N";7
"7jhfoxa6-ecy1";29;87000;"Hipoteca";4.0;"uIs8mu3v-HAo8";"Melhora_do_lar";"B";15000;10.99;0;0.17;"GzGZIXaL-j6x1";"N";5
"e1cYQ4EC-LHRa";24;50000;"Aluguel";3.0;"0yDyifGG-eOyk";"Pessoal";"A";10000;7.49;0;0.2;"ew2gOJeW-qYMd";"N";2
"r8INQi5o-GxIo";26;55000;"Hipoteca";2.0;"7ZDikXLW-cuLq";"Melhora_do_lar";"B";8500;12.21;0;0.15;"9PFRDT7R-9h3b";"N";2
"GPeFxUSa-X7E0";31;67800;"Aluguel";7.0;"7My53RT5-XNg3";"Educativo";"B";15000;11.89;0;0.22;"BbllDBY2-cJjo";"N";8
"vZE4wQwT-lL2a";31;55000;"Aluguel";5.0;"Kyo1aXse-9NSj";"Medico";"C";8000;13.16;0;0.15;"tMv78ngO-wO0H";"N";5
"DvkCUkGC-Y0sa";27;23652;"Hipoteca";9.0;"9E1vut5c-QPhB";"Pessoal";"A";2000;7.49;0;0.08;"jyeopztE-yY0G";"N";8
"rZfIkcvL-ddzE";24;38400;"Aluguel";3.0;"4wBghziD-FlO4";"Medico";"B";5000;10.99;0;0.13;"7OPybipz-MW0h";"N";2
"wbRm2FWS-DYBA";26;220836;"Hipoteca";10.0;"5UiFvqrc-ilia";"Empreendimento";"B";9000;11.26;0;0.04;"CA5t35rI-ewjO";"N";3
"MJM4MgHt-qALI";23;57000;"Aluguel";3.0;"HxOU05l1-Xgog";"Educativo";"D";20000;16.89;1;0.35;"KcEr7eNG-jW0e";"N";2
"DeEkHB6G-Pl5i";25;80004;"Aluguel";5.0;"hmBRT5be-QFeo";"Educativo";"B";10000;9.62;0;0.12;"ddzPQcRm-hGek";"N";4
"aPcJQvuS-9QDZ";22;82500;"Hipoteca";3.0;"HQptG5dv-UDLN";"Medico";"";0;13.47;0;0.19;"8AEfB3qC-sdXH";"Y";10
"eDUa42Lt-0tNq";27;189000;"Hipoteca";2.0;"LTCwi9Wz-HLkQ";"Empreendimento";"D";5125;14.84;0;0.03;"QSwzy7NW-I4id";"Y";6
"0xiEoCSS-MmX6";22;36933;"Hipoteca";2.0;"9WNkJbbh-RtBu";"Empreendimento";"C";10000;12.22;0;0.27;"UzoMW92X-zBgY";"Y";4
"GxZjB9UJ-7e8m";22;34500;"Aluguel";1.0;"dDs6FIAq-ALGN";"Empreendimento";"C";5000;0.0;0;0.14;"Ieesq3RU-69sz";"N";4
"BFtWFiQ6-3wGK";25;150000;"Hipoteca";7.0;"K4OlpvIf-5Exh";"Melhora_do_lar";"B";22000;10.38;0;0.15;"4Gqrx1J4-YFyH";"N";4
"v4ZSs1bw-7hoC";22;100000;"Aluguel";3.0;"AecB55kv-bpkz";"Empreendimento";"B";10000;10.65;0;0.1;"WKKOF7tb-9UvN";"N";2
"ffoSeOXx-ZT6c";22;42000;"Aluguel";1.0;"D8DPS2Cf-Uswo";"Educativo";"B";10000;12.42;0;0.24;"H554heHb-lAEH";"N";4
"RiuKWu83-QXzB";34;48989;"Propria";10.0;"uaULCLKy-aDhr";"Melhora_do_lar";"A";2400;7.14;0;0.05;"LsqZUlJA-2mza";"N";7
"dwROYi6i-SmMO";42;60000;"Aluguel";3.0;"9zl5tAXr-dhxA";"Melhora_do_lar";"A";7200;5.79;0;0.12;"LRmlhXBA-3eH7";"N";11
"LpfH0ze2-JnrQ";52;90750;"Aluguel";7.0;"hBm4RM9T-fc1M";"Medico";"C";4500;14.72;0;0.05;"xu1mIixE-ocKq";"N";28
"qlyuyY8x-3o5N";24;60000;"Hipoteca";3.0;"Jr231pSz-Spvd";"Empreendimento";"B";4000;12.18;0;0.07;"5Ki98KGp-tP8A";"N";2
"3uHGb138-Wgzc";24;45000;"Aluguel";8.0;"QNrT4YkB-dxhH";"Medico";"E";20000;0.0;1;0.44;"l2SmoPH5-zg2g";"N";2
"vIT0bjgj-WoCh";23;102000;"Propria";7.0;"gLyhC5Ga-t482";"Educativo";"A";15000;8.94;0;0.15;"dgWC1RA7-7TQ3";"N";3
"K61MH9Be-kQJ1";32;230000;"Aluguel";0.0;"JvkTGpaD-ra8i";"Melhora_do_lar";"A";15000;5.99;0;0.07;"zSExL9u6-EOE4";"N";5
"lksAC1XR-TXDG";27;60000;"Aluguel";0.0;"dXOGCICp-A2Jf";"Pessoal";"D";5000;14.54;1;0.08;"YnkZ4n6k-BkL1";"N";10
"DXarql1B-lhXg";21;31680;"Aluguel";5.0;"YnWyZCUJ-Qpay";"Empreendimento";"C";15000;12.61;1;0.47;"ft6vxoxr-QY7C";"Y";2
"7ESnw7Eh-fAFr";26;35000;"Propria";1.0;"r69YAvDl-gXj6";"Empreendimento";"A";4175;7.74;0;0.12;"DHY6lr7P-OCmM";"N";4
"4JKk7DrI-MeCD";23;78000;"Hipoteca";7.0;"BkE5zh3x-MZgY";"Educativo";"A";4600;7.66;0;0.06;"SRUFlsgL-4iWo";"N";2
"E7W2MqXk-Xt2g";33;77000;"Hipoteca";9.0;"LBkrvUs0-E3z5";"Pessoal";"A";12000;7.29;0;0.16;"IuNgFRL9-ar6B";"N";10
"9Royjhfo-cMsg";34;108000;"Aluguel";0.0;"uFlaF5go-CfsI";"Melhora_do_lar";"D";12350;14.96;1;0.11;"GtcjwKMm-yMNn";"Y";7
"MBobbiNd-LP7t";26;24000;"Aluguel";1.0;"bnReMQ27-umBY";"Melhora_do_lar";"B";3625;11.11;1;0.15;"SLW4ZYya-Jbki";"N";4
"ao7Zlgak-Ajp4";23;35000;"Hipoteca";0.0;"Bct23CDw-BeAU";"Empreendimento";"B";12000;12.42;0;0.34;"Nijx16AO-Zuq3";"N";3
"iID301bu-Xwyq";23;58000;"Aluguel";4.0;"e4NYThim-F39S";"Educativo";"B";8000;10.37;0;0.14;"UX7HCDtw-N00C";"N";2
"SQujPyke-CXhC";62;51600;"Aluguel";2.0;"1DIOinat-Ckph";"Pessoal";"A";8525;6.54;0;0.17;"WqPgOxjw-xONK";"N";24
"lsrA8owd-76M6";31;90000;"Hipoteca";9.0;"Pe3TTAQ0-Dg3f";"Pagamento_debitos";"A";15000;7.9;0;0.17;"L3QKXFAs-q7LA";"N";9
"v0x0bIXZ-nbJD";25;150000;"Hipoteca";9.0;"nSQNomDP-bNWy";"Pagamento_debitos";"B";25000;10.25;0;0.17;"z1KbUwQC-RJB3";"N";2
"DONxQ13f-WCsg";31;30000;"Hipoteca";2.0;"Do4bM98Y-HRz8";"Pessoal";"A";2000;7.9;0;0.07;"FMRAhllN-gBG8";"N";10
"GawA88bQ-eNAt";23;35000;"Aluguel";5.0;"GTnKZArF-4M6x";"Medico";"C";5400;12.84;0;0.15;"Y7Q0gp13-QqPO";"N";4
"F9apHiKI-Xn39";26;70000;"Hipoteca";0.0;"Lk04h5Wi-FPmB";"Medico";"B";0;10.37;0;0.12;"CGwem9Fp-oZ5K";"N";10
"AIKOL3Xi-vEui";34;168000;"Aluguel";0.0;"wMInvzw2-BHSK";"Pagamento_debitos";"B";24250;11.83;0;0.14;"2UWaXZhX-dtJl";"N";10
"1bBJtPrc-zX7D";26;50000;"Hipoteca";0.0;"94hiG4lt-Zr8p";"Educativo";"A";10000;7.74;0;0.2;"x3PBXlCj-ZM7a";"N";2
"2mysnaAo-oAm9";24;50000;"Hipoteca";8.0;"ORK7NYld-UOdK";"Medico";"A";12000;5.42;0;0.24;"gpNdThS7-1G16";"N";2
"h6iy1ZZ4-YKp8";24;30000;"Aluguel";3.0;"6h7d71IT-LFEb";"Medico";"E";8000;0.0;0;0.27;"ZjGgqm3F-bAM9";"Y";2
"NzliTtxD-EUOT";23;45000;"Aluguel";0.0;"rSmk3Csr-eAgu";"Educativo";"A";5000;7.75;0;0.11;"LwNueArA-M81a";"N";3
"I9bCjdZz-leui";35;87000;"Aluguel";6.0;"5zBRC4BQ-Fi13";"Empreendimento";"B";15000;0.0;0;0.17;"UFiBA2wo-f2is";"N";7
"QnOlYmTy-QhpB";24;62000;"Hipoteca";7.0;"fpiO65xH-z3xa";"Pessoal";"A";6200;0.0;0;0.1;"rhwacOwj-HE85";"N";2
"J1rtG68s-XZ9d";26;37200;"Hipoteca";10.0;"oBvsvGmM-qevJ";"Pagamento_debitos";"C";16000;13.11;1;0.43;"YibpqHYE-zzZq";"N";2
"Dm5qL8mz-FEEs";22;20000;"Aluguel";2.0;"hMaqcZLW-0Fde";"Educativo";"C";3000;13.11;0;0.15;"ulAqa9LC-I78s";"N";4
"LQcZ3xCj-pQJn";39;17760;"Propria";0.0;"GGhyhY2d-JkW2";"Medico";"A";4375;5.42;1;0.25;"7xRG2fHB-29Ka";"N";17
"lNYHydE4-YoSO";23;140000;"Hipoteca";3.0;"KKzyZcuI-Qdbo";"Pessoal";"D";15000;15.58;0;0.11;"3ExJ1ZKM-T1cT";"Y";3
"SoNFdkEJ-AitS";23;39000;"Aluguel";7.0;"CwSPJ89E-wGTE";"Medico";"A";12300;0.0;1;0.32;"KODCLzun-eWhk";"N";2
"Il20Y2zq-uaKN";26;16428;"Aluguel";0.0;"Fxtngx2A-AjhO";"Medico";"";16000;7.9;0;0.53;"jS19uU8o-0Srz";"N";8
"r1zyLXWK-1elR";23;26400;"Aluguel";3.0;"55Nbo3G6-xBQW";"Educativo";"D";5000;15.99;0;0.19;"xolJ1v5H-qSHC";"N";3
"nxjuPg5J-WWWw";29;84000;"";1.0;"6TrN4aKi-6DKw";"Melhora_do_lar";"B";15000;0.0;0;0.19;"p34FakY8-t30L";"N";3
"bkCMssMr-nPNN";26;66000;"Aluguel";3.0;"Azz7jlFO-JL5N";"Medico";"B";12000;11.83;0;0.18;"FmEEyhqn-K6vB";"N";2
"Y28y0K26-1l9d";28;116000;"Propria";7.0;"FfHy3HLG-61d5";"Empreendimento";"C";12000;13.49;0;0.1;"lsZgBP4L-HlSH";"Y";6
"11LTzLLZ-tcvM";27;0;"Aluguel";11.0;"9gy4tljt-Qj2t";"Medico";"C";6400;8.49;0;0.16;"CHs3q14i-9CWg";"N";6
"5Q84Ydme-uXoa";23;49800;"Aluguel";2.0;"hDtP5QoO-yJgS";"Pessoal";"B";2400;11.83;0;0.05;"xg7zY1hz-SuK2";"N";2
"zHHKjngM-ZYnR";26;130000;"Hipoteca";5.0;"tTrRKcmS-2y25";"Educativo";"D";35000;18.25;0;0.27;"mj6HAkAu-EZhO";"N";3
"dSlovb4u-HpKX";25;120000;"Hipoteca";0.0;"HtmaRXiZ-yXoq";"Melhora_do_lar";"E";20000;0.0;0;0.17;"Z30PinEr-6e22";"N";2
"vI6AHpfb-nfoC";23;130000;"Hipoteca";7.0;"6aLv7Ndb-rpM2";"Medico";"B";25000;11.12;0;0.19;"rIOJuXlJ-zPky";"N";3
"RB8mdlP6-MJTE";26;120000;"Hipoteca";10.0;"KGkl6KZR-A1Bn";"Pessoal";"C";10000;12.73;0;0.08;"rmtcCGI9-JSF9";"N";3
"vZ7pWddX-0M4R";28;75500;"Hipoteca";12.0;"hsLJoyz9-xveL";"Educativo";"D";3500;14.91;0;0.05;"4NYtH1NR-v6sf";"N";9
"M7yreSbX-q0T6";31;31600;"Hipoteca";4.0;"9UlzzP3H-6UzQ";"Medico";"B";7500;11.36;0;0.24;"cIYI5DQa-bEQo";"N";10
"ECiaqY8s-k4nJ";32;56000;"Hipoteca";13.0;"nnyw5YCk-sdXG";"Educativo";"B";3000;8.88;0;0.05;"cc0dUR3e-RpMp";"N";9
"lrPZywvx-ibS4";25;50000;"Aluguel";0.0;"cQb1ik45-8cSr";"Educativo";"A";2900;8.0;0;0.06;"momEeR7D-iWUa";"N";4
"dmDfcrla-s4QA";0;35000;"Aluguel";0.0;"bH2TBykl-Uq3G";"Medico";"A";10000;0.0;0;0.22;"U65Rrq1H-FvJW";"N";14
"QKgscOJU-FnoR";22;120000;"Hipoteca";5.0;"8aXy38H4-XpvB";"Medico";"A";18000;8.94;0;0.15;"6UivebWJ-qUmh";"N";3
"Mccs4Kbl-Kg7Z";27;92300;"";6.0;"2eZFOLsJ-glUS";"";"E";10000;14.42;1;0.33;"m7CFPS0N-QESf";"N";9
"zf1s7Hvc-t2J7";23;42000;"Aluguel";2.0;"nlIjGa6x-5gcw";"Educativo";"A";7000;7.88;0;0.17;"hmCyzHCf-SzAT";"N";3
"D5O6LYuj-lwK1";30;182004;"Hipoteca";2.0;"gkc97Gnz-6D5Y";"Pessoal";"A";7200;6.62;0;0.04;"2n4aXCuD-o2Qz";"N";5
"58O6gri3-t7Uc";31;100000;"Hipoteca";8.0;"94ODrMs3-QQB4";"Empreendimento";"B";7000;10.08;0;0.07;"XhBQ174c-7sxz";"N";10
"tknRsyqS-kLbh";33;120999;"Hipoteca";7.0;"ZWq6iTt4-lUzG";"Melhora_do_lar";"C";15200;13.61;0;0.13;"tNqUFhXH-Yzu3";"Y";5
"wEp57UeY-FCBD";30;72000;"Aluguel";5.0;"DjqX0YGS-lXWz";"Empreendimento";"D";25000;16.32;1;0.35;"b5rknE2C-lGQ5";"Y";5
"xfzOdLFq-Orwi";26;42000;"Aluguel";10.0;"e9j7ad5x-Hyxn";"Pagamento_debitos";"A";0;12.53;0;0.2;"GjwIpXg2-TZMC";"N";2
"QBoTvTWh-Gj1Q";27;66000;"Aluguel";10.0;"aLYBIUa7-qOBT";"Medico";"C";5000;13.99;0;0.08;"Mtmw8i1E-FrSR";"Y";10
"D4slLyLy-wHeC";24;48000;"Aluguel";0.0;"HDmAOOeM-Uh0A";"Medico";"A";3700;6.99;0;0.08;"9BEmheM1-yfUR";"N";4
"zPLhr8r1-KdUD";22;185000;"Aluguel";4.0;"0rOdxLUm-froZ";"Medico";"B";25000;11.36;0;0.14;"QznLnbf8-cY50";"N";2
"6vlCalqw-sZ5z";22;20000;"Aluguel";1.0;"ytTAyqMd-n7LB";"Educativo";"B";4000;11.89;0;0.2;"Toxs4Qok-PLGC";"N";3
"q8S2MG0G-vIph";24;185000;"Hipoteca";8.0;"KAfZ3G9t-T2ee";"Pessoal";"A";10000;6.92;0;0.05;"JP2ZTOjU-muUp";"N";3
"hw65PjQh-AKGk";25;123000;"Aluguel";1.0;"X3Q3K2U3-7NoM";"Medico";"B";8000;12.53;0;0.07;"LkTgCxjH-b08u";"N";3
"DBSpFrzW-I4Nu";31;60000;"Aluguel";4.0;"MkmlOzFC-gz80";"Melhora_do_lar";"A";25000;8.9;1;0.42;"MPj0F0o0-sO0x";"N";10
"aoNRdmUh-ajY6";24;50000;"Hipoteca";2.0;"EAuhSNHI-rOY4";"Educativo";"D";25000;15.58;0;0.5;"2rFUfhbK-QvYF";"Y";3
"JtM6twGq-PygI";28;11029;"Hipoteca";12.0;"0BnnMGMQ-jLq8";"Pagamento_debitos";"C";2150;10.78;1;0.19;"CkljybS6-WAvm";"Y";6
"7hG5JRUE-Dwz7";36;33600;"Propria";0.0;"Eonh2aCT-atjT";"Pessoal";"A";3000;8.49;0;0.09;"uLzJ5HDy-sqHz";"N";14
"8gvQ3q3f-dBTg";21;28000;"Aluguel";0.0;"KxP0wsW2-XTUl";"Pagamento_debitos";"A";8000;7.51;0;0.29;"ZHy68Zx2-8w5a";"N";4
"s4HADC7g-3rYZ";27;70000;"Aluguel";3.0;"mliBpBFd-an2y";"Educativo";"A";3000;7.68;0;0.04;"ci0wEYas-j21B";"N";10
"Jl7lBvzL-ue6s";24;42000;"Hipoteca";8.0;"1H3SYUBH-iQba";"Pessoal";"B";6500;13.98;0;0.11;"xZHJjtyg-z9kd";"Y";8
"GFNd4jS8-mapN";23;20124;"Aluguel";0.0;"1pFpCJyj-XePq";"Pagamento_debitos";"C";5950;13.49;0;0.3;"a3RaKIXW-7mWz";"Y";3
"kF5DwRzi-e6Bf";24;200000;"Hipoteca";8.0;"wTngF89u-ol7E";"Melhora_do_lar";"C";12000;13.49;0;0.06;"MM4GGQtk-ZtFb";"N";2
"hSytKH6a-yYNx";33;15600;"Propria";1.0;"GCCdPSSn-03wa";"Empreendimento";"A";5900;0.0;1;0.38;"srJ96yoI-hBZi";"N";7
"UUh1d6b3-DmRl";31;70550;"Aluguel";2.0;"hscBrxnT-YYBr";"Medico";"D";16000;17.49;1;0.19;"Db9TdFl8-9SuP";"N";8
"sWQWBGOP-lv21";38;42552;"Aluguel";3.0;"6enbltwk-2hOt";"Pessoal";"C";8400;13.49;0;0.2;"K0plTyMa-qdIo";"N";14
"sZn8iG2e-YApk";24;54000;"Aluguel";1.0;"PZUApoN0-3dQi";"Pessoal";"E";20000;17.04;1;0.37;"D91O2XfY-LiRX";"Y";3
"IEx8jLQD-n3Hn";23;60000;"Aluguel";2.0;"I8FwhMYI-PN2a";"Empreendimento";"A";5000;6.91;0;0.08;"hlg6UCyf-SZaE";"N";4
"PscQ8UTr-6H3N";37;72000;"Hipoteca";9.0;"jpCQv3S8-egkI";"Pessoal";"C";1600;13.92;0;0.02;"PBm4J1Qn-DkXj";"N";12
"gMdbFU8W-bPDW";35;82000;"Hipoteca";4.0;"CDE29YIb-0ZO4";"Melhora_do_lar";"E";10000;16.69;0;0.12;"TMEvAwjF-RsfX";"Y";9
"hU9cxsFh-mEO8";28;0;"Hipoteca";8.0;"oieyXa92-rPQE";"Pagamento_debitos";"A";7925;15.27;0;0.26;"k4abUXB2-inXr";"";4
"xIo4wYls-7HGW";26;119000;"Hipoteca";6.0;"8lNdkfYo-oQzQ";"Empreendimento";"D";15000;14.42;0;0.13;"INSAuaGN-xfoy";"N";2
"EZzc90E5-FJdP";27;28000;"Aluguel";3.0;"gEWDvMzY-z7Eg";"Empreendimento";"C";6000;13.92;0;0.21;"F1ijkdxI-AKYM";"N";6
"qOyUkM87-Mek4";29;30000;"Aluguel";0.0;"K6Bdl9Yj-OIsW";"Pagamento_debitos";"B";2000;10.75;0;0.07;"BRZTUa8L-orr3";"N";7
"hTFKIhFz-CdEg";25;73000;"Aluguel";2.0;"JrZT7ikq-klWM";"Empreendimento";"E";12000;0.0;1;0.16;"EKFFE68g-W6rG";"N";2
"FAAZzwaA-k72K";27;64000;"Propria";11.0;"DxcxDiht-k4NS";"Empreendimento";"A";5000;5.79;0;0.08;"sIpeMeoT-zDXl";"N";5
"wNsNrpO5-Drkw";23;83000;"Hipoteca";7.0;"zGfjnmqR-2IXM";"Pagamento_debitos";"A";10000;7.66;0;0.12;"d4iX0ONz-HHZj";"N";4
"xnvc5f0m-OtMv";21;30000;"Aluguel";1.0;"yHZzN1C6-Owte";"Medico";"B";10000;11.14;1;0.33;"p6eeIOrd-e0zu";"N";2
"DuLFjq19-HnIJ";29;32004;"Aluguel";1.0;"Cj2xvjEL-xyym";"Melhora_do_lar";"D";6000;15.7;1;0.19;"aw8kuIkf-Ujk5";"N";9
"f77MIfLy-lLf7";23;41000;"Aluguel";2.0;"l5yJFjRB-P7Iy";"Educativo";"A";5000;7.51;0;0.12;"npSHOaJU-JF78";"N";2
"7BTy5ga8-ksCK";22;35004;"Propria";1.0;"FiGxsqUA-6SDH";"Empreendimento";"B";9000;10.0;0;0.26;"K0w0KwcA-XTwQ";"N";2
"GPkYmQ8k-cPec";29;92000;"Hipoteca";2.0;"gejsiIwl-bNOJ";"Educativo";"E";25000;19.42;0;0.27;"6Ix5M8By-rlSJ";"N";8
"OgCicQwn-hMgI";67;200000;"Hipoteca";2.0;"xTSWRLR3-xAh3";"Pessoal";"C";3000;10.28;0;0.01;"W2rET5y8-uBYE";"N";26
"YUF6FUhZ-SMpZ";34;29152;"Aluguel";0.0;"nREu21As-Bd93";"Pagamento_debitos";"B";5000;10.36;0;0.17;"74B4T4Fa-LE8v";"N";10
"eylu1XYu-ydrb";33;57700;"Aluguel";17.0;"hfDQ9jNg-wNY2";"Melhora_do_lar";"C";4000;0.0;1;0.07;"77Wd2ZOn-YGz2";"Y";7
"baUzJrus-T1Bp";33;50000;"Aluguel";5.0;"5IFEsTEy-bZLm";"Educativo";"C";3600;13.8;0;0.07;"ocXZqsW7-4ujy";"N";5
"F8YG3J1P-sv8L";36;130000;"Hipoteca";9.0;"WjBXeWEu-nJBv";"";"";6000;10.37;0;0.09;"7a6IOb4N-e4OZ";"N";3
"uW31Sogl-BF9l";30;9600;"Aluguel";1.0;"Z1FfxQhn-Qrpa";"Pagamento_debitos";"C";1500;12.73;1;0.16;"OIjMdOqO-UKDM";"Y";8
"uxedBTYx-8QzM";47;77533;"Hipoteca";19.0;"gAbPuzuz-nsRC";"Educativo";"B";25000;10.99;0;0.32;"hteChAmT-KLEK";"N";14
"DO3Wn3sP-DRvn";23;34255;"Aluguel";7.0;"Igp7B2sJ-fIgc";"Empreendimento";"G";6000;22.11;1;0.18;"21I8yCJS-E5QJ";"Y";3
"DRi5GXcY-y4Mo";27;44000;"Aluguel";2.0;"yCQO5SJx-Pctu";"Medico";"B";15000;0.0;1;0.34;"CTENR3QX-LDrW";"N";6
"qzS7X8AO-iNLS";29;71000;"Hipoteca";4.0;"Os5UX5cm-zveK";"Melhora_do_lar";"C";11000;13.43;0;0.15;"SXx30qMB-lWOr";"Y";6
"l57Bd0NK-w4bX";22;40000;"Aluguel";0.0;"1gWs9svq-vY2r";"Pessoal";"A";4000;7.43;0;0.1;"9CuxucB3-8EQd";"N";4
"lpguTEip-bZXP";22;40000;"Aluguel";2.0;"rhqiEy8n-q0jn";"Educativo";"B";7000;11.99;0;0.17;"AZwdbPdh-E4sx";"N";4
"Dx4poWqQ-aBzP";22;38400;"Propria";5.0;"v9o136j9-1Icg";"Educativo";"C";10000;13.99;0;0.26;"BmL1A0rx-IC66";"N";4
"twOO7j7Q-WkDo";22;41600;"Aluguel";0.0;"z57D0pff-3I65";"Educativo";"C";2400;12.22;0;0.06;"eGBbGQxb-CbyF";"Y";2
"n9QW5BpT-cYz6";34;44000;"Hipoteca";18.0;"xjanh2fN-HqkU";"Medico";"D";4000;15.95;1;0.09;"pCm96fyG-ssyE";"Y";9
"xE8S0SlO-hI3g";33;12000;"Aluguel";0.0;"SZPZPO3W-l0oo";"Medico";"B";1500;11.83;0;0.13;"rirfyYnp-FUFG";"N";6
"LD9rgXPT-LfaQ";37;88000;"Aluguel";11.0;"7mMYv8Lw-PUuM";"Pessoal";"A";3000;7.4;0;0.03;"GCF3i4mG-UCri";"N";15
"tS3Ngvfv-242L";31;60000;"Aluguel";2.0;"D7epzENc-ki62";"Pessoal";"A";4750;5.99;0;0.08;"FFd9gZSH-bP75";"N";5
"v7hbZDAj-RyX1";30;50000;"Propria";0.0;"u1GJ8uqQ-Gdpd";"Empreendimento";"A";8000;5.79;0;0.16;"gXQ4CEsP-rUr6";"N";8
"aKHpEezo-AOrP";27;65000;"Hipoteca";0.0;"NthYlOvg-rITj";"Pagamento_debitos";"A";10250;8.59;0;0.16;"tsekv7yt-E6sb";"N";5
"7iPBtzbQ-yBR2";33;70000;"Hipoteca";3.0;"mzaZrIba-KIoG";"Empreendimento";"C";20000;12.84;0;0.29;"HblnvS65-KG7m";"Y";7
"o9oEwpUq-sczG";22;30000;"Aluguel";2.0;"eEAFzKAT-114R";"Educativo";"C";5000;0.0;0;0.17;"RFvrAMPo-d05z";"Y";2
"8dlnbOs5-X91q";31;87504;"Hipoteca";14.0;"r0gOJdBa-UQ3l";"Medico";"A";12650;8.9;0;0.14;"4Q8lwcyY-Ug2n";"N";10
"SKwlyRES-J85X";25;36000;"Hipoteca";5.0;"N0vUkSxY-WF68";"Empreendimento";"E";4800;17.93;0;0.13;"NC7abMSe-qFLr";"N";3
"6gF0Q48W-9LLa";36;145000;"Aluguel";0.0;"zyZrOPNL-QU2N";"Medico";"B";25000;0.0;0;0.17;"uKSMh7Jr-arGN";"N";15
"Q8aMLdjC-rwO3";25;60000;"Hipoteca";2.0;"OkTNjtrR-D93U";"Educativo";"B";12500;11.49;0;0.21;"F1FyiObv-6jWt";"N";4
"atbwXEE3-SIba";29;193086;"Hipoteca";3.0;"INJuoZzu-pkrI";"Pagamento_debitos";"B";11125;10.59;0;0.06;"W9BETi1y-T9MG";"N";6
"XJmiGoOz-W1qy";26;54600;"Aluguel";4.0;"cRiBSXby-hWA2";"Melhora_do_lar";"C";8000;13.8;0;0.15;"pyDB6OGd-bJYb";"Y";4
"01nEy4JW-iaX4";23;13000;"Aluguel";0.0;"8Xwr2uCd-2xad";"Pessoal";"E";2400;16.82;1;0.18;"qRGji04S-Hla1";"N";3
"ulm5O5eN-WROy";26;45000;"Aluguel";3.0;"Z04fD0DO-SAE5";"Pagamento_debitos";"A";11000;6.99;0;0.24;"C1PL8ewv-KQc2";"N";2
"DCvrisoF-SQLq";23;140000;"Hipoteca";4.0;"Oohnsjt0-x71D";"Pessoal";"A";12000;5.42;0;0.09;"xp8NMHas-Lvwd";"N";3
"K6Al2ljk-jCrr";32;93000;"Hipoteca";0.0;"e7poF7Zr-oRmY";"Pagamento_debitos";"A";10000;5.42;0;0.11;"ygrJLExT-d5ED";"N";10
"kKJuQwIs-Lxix";27;25740;"Propria";3.0;"qPmznzBu-Dfle";"Pagamento_debitos";"D";5000;14.11;0;0.19;"Hx5nWWne-iY2h";"Y";5
